KLVR Charger Detection Monitor - Started 2025-08-26 13:47:27
Monitoring: http://10.110.73.155:8000
============================================================

#  1 13:47:27 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
    ✅ SLOT  0: KLVR-AA  | AAA_ON=1548mV | AAA_OFF=1544mV | Δ=   4mV | Cycle=1
    ✅ SLOT  0: KLVR-AA  | AAA_ON=1550mV | AAA_OFF=1552mV | Δ=  -2mV | Cycle=2
    ✅ SLOT 11: KLVR-AA  | AAA_ON=1574mV | AAA_OFF=1572mV | Δ=   2mV | Cycle=3
    ✅ SLOT 21: KLVR-AA  | AAA_ON=1556mV | AAA_OFF=1594mV | Δ= -38mV | Cycle=3
    ✅ SLOT 34: KLVR-AA  | AAA_ON=1562mV | AAA_OFF=1558mV | Δ=   4mV | Cycle=2
#322 13:50:20 | [AA TEST] Total:  4 | Correct AA:  4 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#323 13:50:20 | [AA TEST] Total:  7 | Correct AA:  7 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
    📥 BATTERY COUNT: 4 → 7
#324 13:50:21 | [AA TEST] Total:  8 | Correct AA:  8 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
    📥 BATTERY COUNT: 7 → 8
#325 13:50:21 | [AA TEST] Total:  8 | Correct AA:  8 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#326 13:50:22 | [AA TEST] Total:  8 | Correct AA:  8 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#327 13:50:22 | [AA TEST] Total:  8 | Correct AA:  8 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#328 13:50:23 | [AA TEST] Total:  8 | Correct AA:  8 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#329 13:50:24 | [AA TEST] Total:  8 | Correct AA:  8 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#330 13:50:24 | [AA TEST] Total:  8 | Correct AA:  8 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#331 13:50:25 | [AA TEST] Total:  8 | Correct AA:  8 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
    ✅ SLOT  0: KLVR-AA  | AAA_ON=1550mV | AAA_OFF=1552mV | Δ=  -2mV | Cycle=2
    ✅ SLOT  1: KLVR-AA  | AAA_ON=1536mV | AAA_OFF=1536mV | Δ=   0mV | Cycle=1
    ✅ SLOT  6: KLVR-AA  | AAA_ON=1570mV | AAA_OFF=1570mV | Δ=   0mV | Cycle=2
    ✅ SLOT  7: KLVR-AA  | AAA_ON=1544mV | AAA_OFF=1544mV | Δ=   0mV | Cycle=2
    ✅ SLOT 11: KLVR-AA  | AAA_ON=1558mV | AAA_OFF=1560mV | Δ=  -2mV | Cycle=3
    ✅ SLOT 21: KLVR-AA  | AAA_ON=  12mV | AAA_OFF=   2mV | Δ=  10mV | Cycle=3
    ✅ SLOT 39: KLVR-AA  | AAA_ON=1554mV | AAA_OFF=1550mV | Δ=   4mV | Cycle=2
    ✅ SLOT 47: KLVR-AA  | AAA_ON=1574mV | AAA_OFF=1574mV | Δ=   0mV | Cycle=2
#332 13:50:25 | [AA TEST] Total:  8 | Correct AA:  8 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#333 13:50:26 | [AA TEST] Total:  8 | Correct AA:  8 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#334 13:50:26 | [AA TEST] Total:  8 | Correct AA:  8 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#335 13:50:27 | [AA TEST] Total:  8 | Correct AA:  8 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#336 13:50:27 | [AA TEST] Total:  8 | Correct AA:  8 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#337 13:50:28 | [AA TEST] Total:  8 | Correct AA:  8 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#338 13:50:28 | [AA TEST] Total:  8 | Correct AA:  8 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#339 13:50:29 | [AA TEST] Total:  8 | Correct AA:  8 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#340 13:50:30 | [AA TEST] Total:  8 | Correct AA:  8 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#341 13:50:30 | [AA TEST] Total:  8 | Correct AA:  8 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
    ✅ SLOT  0: KLVR-AA  | AAA_ON=1550mV | AAA_OFF=1552mV | Δ=  -2mV | Cycle=2
    ✅ SLOT  1: KLVR-AA  | AAA_ON=1536mV | AAA_OFF=1536mV | Δ=   0mV | Cycle=1
    ✅ SLOT  6: KLVR-AA  | AAA_ON=1570mV | AAA_OFF=1570mV | Δ=   0mV | Cycle=2
    ✅ SLOT  7: KLVR-AA  | AAA_ON=1544mV | AAA_OFF=1544mV | Δ=   0mV | Cycle=2
    ✅ SLOT 11: KLVR-AA  | AAA_ON=1558mV | AAA_OFF=1560mV | Δ=  -2mV | Cycle=3
    ✅ SLOT 21: KLVR-AA  | AAA_ON=  12mV | AAA_OFF=   2mV | Δ=  10mV | Cycle=3
    ✅ SLOT 39: KLVR-AA  | AAA_ON=1554mV | AAA_OFF=1550mV | Δ=   4mV | Cycle=2
    ✅ SLOT 47: KLVR-AA  | AAA_ON=1574mV | AAA_OFF=1574mV | Δ=   0mV | Cycle=2
#342 13:50:31 | [AA TEST] Total: 44 | Correct AA: 44 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
    📥 BATTERY COUNT: 8 → 44
#343 13:50:31 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
    📥 BATTERY COUNT: 44 → 48
#344 13:50:32 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#345 13:50:32 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#346 13:50:33 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#347 13:50:33 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#348 13:50:34 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#349 13:50:34 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#350 13:50:35 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#351 13:50:35 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
    ✅ SLOT  0: KLVR-AA  | AAA_ON=1550mV | AAA_OFF=1552mV | Δ=  -2mV | Cycle=2
    ✅ SLOT  1: KLVR-AA  | AAA_ON=1536mV | AAA_OFF=1536mV | Δ=   0mV | Cycle=1
    ✅ SLOT  2: KLVR-AA  | AAA_ON=1550mV | AAA_OFF=1548mV | Δ=   2mV | Cycle=1
    ✅ SLOT  3: KLVR-AA  | AAA_ON=1556mV | AAA_OFF=1556mV | Δ=   0mV | Cycle=3
    ✅ SLOT  4: KLVR-AA  | AAA_ON=1576mV | AAA_OFF=1576mV | Δ=   0mV | Cycle=1
    ✅ SLOT  5: KLVR-AA  | AAA_ON=1562mV | AAA_OFF=1560mV | Δ=   2mV | Cycle=3
    ✅ SLOT  6: KLVR-AA  | AAA_ON=1570mV | AAA_OFF=1570mV | Δ=   0mV | Cycle=2
    ✅ SLOT  7: KLVR-AA  | AAA_ON=1544mV | AAA_OFF=1544mV | Δ=   0mV | Cycle=2
    ✅ SLOT  8: KLVR-AA  | AAA_ON=1544mV | AAA_OFF=1546mV | Δ=  -2mV | Cycle=3
    ✅ SLOT  9: KLVR-AA  | AAA_ON=1554mV | AAA_OFF=1554mV | Δ=   0mV | Cycle=2
    ✅ SLOT 10: KLVR-AA  | AAA_ON=1580mV | AAA_OFF=1580mV | Δ=   0mV | Cycle=1
    ✅ SLOT 11: KLVR-AA  | AAA_ON=1558mV | AAA_OFF=1560mV | Δ=  -2mV | Cycle=3
    ✅ SLOT 12: KLVR-AA  | AAA_ON=1572mV | AAA_OFF=1574mV | Δ=  -2mV | Cycle=3
    ✅ SLOT 13: KLVR-AA  | AAA_ON=1578mV | AAA_OFF=1576mV | Δ=   2mV | Cycle=2
    ✅ SLOT 14: KLVR-AA  | AAA_ON=1552mV | AAA_OFF=1552mV | Δ=   0mV | Cycle=1
    ✅ SLOT 15: KLVR-AA  | AAA_ON=1548mV | AAA_OFF=1552mV | Δ=  -4mV | Cycle=2
    ✅ SLOT 16: KLVR-AA  | AAA_ON=1548mV | AAA_OFF=1544mV | Δ=   4mV | Cycle=3
    ✅ SLOT 17: KLVR-AA  | AAA_ON=1576mV | AAA_OFF=1574mV | Δ=   2mV | Cycle=1
    ✅ SLOT 18: KLVR-AA  | AAA_ON=1546mV | AAA_OFF=1542mV | Δ=   4mV | Cycle=3
    ✅ SLOT 19: KLVR-AA  | AAA_ON=1566mV | AAA_OFF=1566mV | Δ=   0mV | Cycle=3
    ✅ SLOT 20: KLVR-AA  | AAA_ON=1582mV | AAA_OFF=1580mV | Δ=   2mV | Cycle=3
    ✅ SLOT 21: KLVR-AA  | AAA_ON=  12mV | AAA_OFF=   2mV | Δ=  10mV | Cycle=3
    ✅ SLOT 22: KLVR-AA  | AAA_ON=1572mV | AAA_OFF=1576mV | Δ=  -4mV | Cycle=1
    ✅ SLOT 23: KLVR-AA  | AAA_ON=1570mV | AAA_OFF=1566mV | Δ=   4mV | Cycle=1
    ✅ SLOT 24: KLVR-AA  | AAA_ON=1594mV | AAA_OFF=1562mV | Δ=  32mV | Cycle=1
    ✅ SLOT 25: KLVR-AA  | AAA_ON=1606mV | AAA_OFF=1608mV | Δ=  -2mV | Cycle=2
    ✅ SLOT 26: KLVR-AA  | AAA_ON=1568mV | AAA_OFF=1570mV | Δ=  -2mV | Cycle=3
    ✅ SLOT 27: KLVR-AA  | AAA_ON=1596mV | AAA_OFF=1596mV | Δ=   0mV | Cycle=2
    ✅ SLOT 28: KLVR-AA  | AAA_ON=1558mV | AAA_OFF=1552mV | Δ=   6mV | Cycle=2
    ✅ SLOT 29: KLVR-AA  | AAA_ON=1558mV | AAA_OFF=1558mV | Δ=   0mV | Cycle=2
    ✅ SLOT 30: KLVR-AA  | AAA_ON=1594mV | AAA_OFF=1552mV | Δ=  42mV | Cycle=1
    ✅ SLOT 31: KLVR-AA  | AAA_ON=1548mV | AAA_OFF=1550mV | Δ=  -2mV | Cycle=3
    ✅ SLOT 32: KLVR-AA  | AAA_ON=1556mV | AAA_OFF=1558mV | Δ=  -2mV | Cycle=1
    ✅ SLOT 33: KLVR-AA  | AAA_ON=1562mV | AAA_OFF=1562mV | Δ=   0mV | Cycle=1
    ✅ SLOT 34: KLVR-AA  | AAA_ON=1562mV | AAA_OFF=1562mV | Δ=   0mV | Cycle=2
    ✅ SLOT 35: KLVR-AA  | AAA_ON=1554mV | AAA_OFF=1556mV | Δ=  -2mV | Cycle=3
    ✅ SLOT 36: KLVR-AA  | AAA_ON=1560mV | AAA_OFF=1548mV | Δ=  12mV | Cycle=2
    ✅ SLOT 37: KLVR-AA  | AAA_ON=1610mV | AAA_OFF=1574mV | Δ=  36mV | Cycle=2
    ✅ SLOT 38: KLVR-AA  | AAA_ON=1570mV | AAA_OFF=1574mV | Δ=  -4mV | Cycle=3
    ✅ SLOT 39: KLVR-AA  | AAA_ON=1554mV | AAA_OFF=1550mV | Δ=   4mV | Cycle=2
    ✅ SLOT 40: KLVR-AA  | AAA_ON=1540mV | AAA_OFF=1538mV | Δ=   2mV | Cycle=2
    ✅ SLOT 41: KLVR-AA  | AAA_ON=1568mV | AAA_OFF=1568mV | Δ=   0mV | Cycle=2
    ✅ SLOT 42: KLVR-AA  | AAA_ON=1564mV | AAA_OFF=1562mV | Δ=   2mV | Cycle=2
    ✅ SLOT 43: KLVR-AA  | AAA_ON=1588mV | AAA_OFF=1588mV | Δ=   0mV | Cycle=2
    ✅ SLOT 44: KLVR-AA  | AAA_ON=1560mV | AAA_OFF=1600mV | Δ= -40mV | Cycle=3
    ✅ SLOT 45: KLVR-AA  | AAA_ON=1578mV | AAA_OFF=1580mV | Δ=  -2mV | Cycle=2
    ✅ SLOT 46: KLVR-AA  | AAA_ON=1560mV | AAA_OFF=1560mV | Δ=   0mV | Cycle=2
    ✅ SLOT 47: KLVR-AA  | AAA_ON=1574mV | AAA_OFF=1574mV | Δ=   0mV | Cycle=2
#352 13:50:36 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#353 13:50:37 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#354 13:50:37 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#355 13:50:38 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#356 13:50:38 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#357 13:50:39 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#358 13:50:39 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#359 13:50:40 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#360 13:50:40 | [AA TEST] Total: 32 | Correct AA: 32 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
    📥 BATTERY COUNT: 48 → 32
#361 13:50:41 | [AA TEST] Total:  4 | Correct AA:  4 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
    ✅ SLOT 14: KLVR-AA  | AAA_ON=1550mV | AAA_OFF=1554mV | Δ=  -4mV | Cycle=3
    ✅ SLOT 23: KLVR-AA  | AAA_ON=1570mV | AAA_OFF=1566mV | Δ=   4mV | Cycle=1
    ✅ SLOT 28: KLVR-AA  | AAA_ON=1558mV | AAA_OFF=1552mV | Δ=   6mV | Cycle=2
    ✅ SLOT 30: KLVR-AA  | AAA_ON=1594mV | AAA_OFF=1552mV | Δ=  42mV | Cycle=1
    📥 BATTERY COUNT: 32 → 4
#362 13:50:41 | [AA TEST] Total:  4 | Correct AA:  4 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#363 13:50:42 | [AA TEST] Total:  4 | Correct AA:  4 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#364 13:50:42 | [AA TEST] Total:  4 | Correct AA:  4 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#365 13:50:43 | [AA TEST] Total:  4 | Correct AA:  4 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#366 13:50:44 | [AA TEST] Total:  4 | Correct AA:  4 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#367 13:50:44 | [AA TEST] Total:  4 | Correct AA:  4 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#368 13:50:45 | [AA TEST] Total:  4 | Correct AA:  4 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#369 13:50:45 | [AA TEST] Total:  4 | Correct AA:  4 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#370 13:50:46 | [AA TEST] Total:  4 | Correct AA:  4 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#371 13:50:46 | [AA TEST] Total:  4 | Correct AA:  4 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
    ✅ SLOT 14: KLVR-AA  | AAA_ON=1550mV | AAA_OFF=1554mV | Δ=  -4mV | Cycle=3
    ✅ SLOT 23: KLVR-AA  | AAA_ON=1570mV | AAA_OFF=1566mV | Δ=   4mV | Cycle=1
    ✅ SLOT 28: KLVR-AA  | AAA_ON=1558mV | AAA_OFF=1552mV | Δ=   6mV | Cycle=2
    ✅ SLOT 30: KLVR-AA  | AAA_ON=1594mV | AAA_OFF=1552mV | Δ=  42mV | Cycle=1
#372 13:50:47 | [AA TEST] Total:  4 | Correct AA:  4 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#373 13:50:47 | [AA TEST] Total:  4 | Correct AA:  4 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#374 13:50:48 | [AA TEST] Total:  4 | Correct AA:  4 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#375 13:50:48 | [AA TEST] Total:  4 | Correct AA:  4 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#376 13:50:49 | [AA TEST] Total:  4 | Correct AA:  4 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#377 13:50:49 | [AA TEST] Total:  4 | Correct AA:  4 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#378 13:50:50 | [AA TEST] Total:  4 | Correct AA:  4 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#379 13:50:51 | [AA TEST] Total: 37 | Correct AA: 37 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
    📥 BATTERY COUNT: 4 → 37
#380 13:50:51 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
    📥 BATTERY COUNT: 37 → 48
#381 13:50:52 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
    ✅ SLOT  0: KLVR-AA  | AAA_ON=1550mV | AAA_OFF=1552mV | Δ=  -2mV | Cycle=3
    ✅ SLOT  1: KLVR-AA  | AAA_ON=1534mV | AAA_OFF=1534mV | Δ=   0mV | Cycle=2
    ✅ SLOT  2: KLVR-AA  | AAA_ON=1550mV | AAA_OFF=1546mV | Δ=   4mV | Cycle=2
    ✅ SLOT  3: KLVR-AA  | AAA_ON=1556mV | AAA_OFF=1560mV | Δ=  -4mV | Cycle=1
    ✅ SLOT  4: KLVR-AA  | AAA_ON=1564mV | AAA_OFF=1564mV | Δ=   0mV | Cycle=1
    ✅ SLOT  5: KLVR-AA  | AAA_ON=1558mV | AAA_OFF=1560mV | Δ=  -2mV | Cycle=3
    ✅ SLOT  6: KLVR-AA  | AAA_ON=1564mV | AAA_OFF=1566mV | Δ=  -2mV | Cycle=3
    ✅ SLOT  7: KLVR-AA  | AAA_ON=1534mV | AAA_OFF=1536mV | Δ=  -2mV | Cycle=3
    ✅ SLOT  8: KLVR-AA  | AAA_ON=1544mV | AAA_OFF=1548mV | Δ=  -4mV | Cycle=3
    ✅ SLOT  9: KLVR-AA  | AAA_ON=1558mV | AAA_OFF=1558mV | Δ=   0mV | Cycle=2
    ✅ SLOT 10: KLVR-AA  | AAA_ON=1560mV | AAA_OFF=1560mV | Δ=   0mV | Cycle=3
    ✅ SLOT 11: KLVR-AA  | AAA_ON=1562mV | AAA_OFF=1552mV | Δ=  10mV | Cycle=2
    ✅ SLOT 12: KLVR-AA  | AAA_ON=1562mV | AAA_OFF=1554mV | Δ=   8mV | Cycle=1
    ✅ SLOT 13: KLVR-AA  | AAA_ON=1594mV | AAA_OFF=1594mV | Δ=   0mV | Cycle=1
    ✅ SLOT 14: KLVR-AA  | AAA_ON=1550mV | AAA_OFF=1554mV | Δ=  -4mV | Cycle=3
    ✅ SLOT 15: KLVR-AA  | AAA_ON=1552mV | AAA_OFF=1552mV | Δ=   0mV | Cycle=1
    ✅ SLOT 16: KLVR-AA  | AAA_ON=1548mV | AAA_OFF=1546mV | Δ=   2mV | Cycle=1
    ✅ SLOT 17: KLVR-AA  | AAA_ON=1578mV | AAA_OFF=1578mV | Δ=   0mV | Cycle=3
    ✅ SLOT 18: KLVR-AA  | AAA_ON=1556mV | AAA_OFF=1562mV | Δ=  -6mV | Cycle=2
    ✅ SLOT 19: KLVR-AA  | AAA_ON=1566mV | AAA_OFF=1566mV | Δ=   0mV | Cycle=2
    ✅ SLOT 20: KLVR-AA  | AAA_ON=1584mV | AAA_OFF=1584mV | Δ=   0mV | Cycle=2
    ✅ SLOT 21: KLVR-AA  | AAA_ON=1566mV | AAA_OFF=1566mV | Δ=   0mV | Cycle=3
    ✅ SLOT 22: KLVR-AA  | AAA_ON=1560mV | AAA_OFF=1556mV | Δ=   4mV | Cycle=2
    ✅ SLOT 23: KLVR-AA  | AAA_ON=1570mV | AAA_OFF=1566mV | Δ=   4mV | Cycle=1
    ✅ SLOT 24: KLVR-AA  | AAA_ON=1556mV | AAA_OFF=1550mV | Δ=   6mV | Cycle=1
    ✅ SLOT 25: KLVR-AA  | AAA_ON=1586mV | AAA_OFF=1590mV | Δ=  -4mV | Cycle=2
    ✅ SLOT 26: KLVR-AA  | AAA_ON=1574mV | AAA_OFF=1570mV | Δ=   4mV | Cycle=2
    ✅ SLOT 27: KLVR-AA  | AAA_ON=1592mV | AAA_OFF=1592mV | Δ=   0mV | Cycle=2
    ✅ SLOT 28: KLVR-AA  | AAA_ON=1558mV | AAA_OFF=1552mV | Δ=   6mV | Cycle=2
    ✅ SLOT 29: KLVR-AA  | AAA_ON=1558mV | AAA_OFF=1560mV | Δ=  -2mV | Cycle=1
    ✅ SLOT 30: KLVR-AA  | AAA_ON=1594mV | AAA_OFF=1552mV | Δ=  42mV | Cycle=1
    ✅ SLOT 31: KLVR-AA  | AAA_ON=1546mV | AAA_OFF=1546mV | Δ=   0mV | Cycle=3
    ✅ SLOT 32: KLVR-AA  | AAA_ON=1562mV | AAA_OFF=1558mV | Δ=   4mV | Cycle=2
    ✅ SLOT 33: KLVR-AA  | AAA_ON=1560mV | AAA_OFF=1564mV | Δ=  -4mV | Cycle=3
    ✅ SLOT 34: KLVR-AA  | AAA_ON=1558mV | AAA_OFF=1556mV | Δ=   2mV | Cycle=1
    ✅ SLOT 35: KLVR-AA  | AAA_ON=1564mV | AAA_OFF=1566mV | Δ=  -2mV | Cycle=1
    ✅ SLOT 36: KLVR-AA  | AAA_ON=1564mV | AAA_OFF=1562mV | Δ=   2mV | Cycle=1
    ✅ SLOT 37: KLVR-AA  | AAA_ON=1590mV | AAA_OFF=1594mV | Δ=  -4mV | Cycle=1
    ✅ SLOT 38: KLVR-AA  | AAA_ON=1576mV | AAA_OFF=1572mV | Δ=   4mV | Cycle=3
    ✅ SLOT 39: KLVR-AA  | AAA_ON=1568mV | AAA_OFF=1568mV | Δ=   0mV | Cycle=1
    ✅ SLOT 40: KLVR-AA  | AAA_ON=1540mV | AAA_OFF=1540mV | Δ=   0mV | Cycle=3
    ✅ SLOT 41: KLVR-AA  | AAA_ON=1568mV | AAA_OFF=1564mV | Δ=   4mV | Cycle=2
    ✅ SLOT 42: KLVR-AA  | AAA_ON=1560mV | AAA_OFF=1562mV | Δ=  -2mV | Cycle=3
    ✅ SLOT 43: KLVR-AA  | AAA_ON=1580mV | AAA_OFF=1580mV | Δ=   0mV | Cycle=2
    ✅ SLOT 44: KLVR-AA  | AAA_ON=1572mV | AAA_OFF=1572mV | Δ=   0mV | Cycle=2
    ✅ SLOT 45: KLVR-AA  | AAA_ON=1580mV | AAA_OFF=1580mV | Δ=   0mV | Cycle=1
    ✅ SLOT 46: KLVR-AA  | AAA_ON=1556mV | AAA_OFF=1562mV | Δ=  -6mV | Cycle=2
    ✅ SLOT 47: KLVR-AA  | AAA_ON=1576mV | AAA_OFF=1576mV | Δ=   0mV | Cycle=1
#382 13:50:52 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#383 13:50:53 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#384 13:50:53 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#385 13:50:54 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#386 13:50:54 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#387 13:50:55 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#388 13:50:55 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#389 13:50:56 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#390 13:50:57 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#391 13:50:57 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
    ✅ SLOT  0: KLVR-AA  | AAA_ON=1550mV | AAA_OFF=1552mV | Δ=  -2mV | Cycle=3
    ✅ SLOT  1: KLVR-AA  | AAA_ON=1534mV | AAA_OFF=1534mV | Δ=   0mV | Cycle=2
    ✅ SLOT  2: KLVR-AA  | AAA_ON=1550mV | AAA_OFF=1546mV | Δ=   4mV | Cycle=2
    ✅ SLOT  3: KLVR-AA  | AAA_ON=1556mV | AAA_OFF=1560mV | Δ=  -4mV | Cycle=1
    ✅ SLOT  4: KLVR-AA  | AAA_ON=1564mV | AAA_OFF=1564mV | Δ=   0mV | Cycle=1
    ✅ SLOT  5: KLVR-AA  | AAA_ON=1558mV | AAA_OFF=1560mV | Δ=  -2mV | Cycle=3
    ✅ SLOT  6: KLVR-AA  | AAA_ON=1564mV | AAA_OFF=1566mV | Δ=  -2mV | Cycle=3
    ✅ SLOT  7: KLVR-AA  | AAA_ON=1534mV | AAA_OFF=1536mV | Δ=  -2mV | Cycle=3
    ✅ SLOT  8: KLVR-AA  | AAA_ON=1544mV | AAA_OFF=1548mV | Δ=  -4mV | Cycle=3
    ✅ SLOT  9: KLVR-AA  | AAA_ON=1558mV | AAA_OFF=1558mV | Δ=   0mV | Cycle=2
    ✅ SLOT 10: KLVR-AA  | AAA_ON=1560mV | AAA_OFF=1560mV | Δ=   0mV | Cycle=3
    ✅ SLOT 11: KLVR-AA  | AAA_ON=1562mV | AAA_OFF=1552mV | Δ=  10mV | Cycle=2
    ✅ SLOT 12: KLVR-AA  | AAA_ON=1562mV | AAA_OFF=1554mV | Δ=   8mV | Cycle=1
    ✅ SLOT 13: KLVR-AA  | AAA_ON=1594mV | AAA_OFF=1594mV | Δ=   0mV | Cycle=1
    ✅ SLOT 14: KLVR-AA  | AAA_ON=1550mV | AAA_OFF=1554mV | Δ=  -4mV | Cycle=3
    ✅ SLOT 15: KLVR-AA  | AAA_ON=1552mV | AAA_OFF=1552mV | Δ=   0mV | Cycle=1
    ✅ SLOT 16: KLVR-AA  | AAA_ON=1548mV | AAA_OFF=1546mV | Δ=   2mV | Cycle=1
    ✅ SLOT 17: KLVR-AA  | AAA_ON=1578mV | AAA_OFF=1578mV | Δ=   0mV | Cycle=3
    ✅ SLOT 18: KLVR-AA  | AAA_ON=1556mV | AAA_OFF=1562mV | Δ=  -6mV | Cycle=2
    ✅ SLOT 19: KLVR-AA  | AAA_ON=1566mV | AAA_OFF=1566mV | Δ=   0mV | Cycle=2
    ✅ SLOT 20: KLVR-AA  | AAA_ON=1584mV | AAA_OFF=1584mV | Δ=   0mV | Cycle=2
    ✅ SLOT 21: KLVR-AA  | AAA_ON=1566mV | AAA_OFF=1566mV | Δ=   0mV | Cycle=3
    ✅ SLOT 22: KLVR-AA  | AAA_ON=1560mV | AAA_OFF=1556mV | Δ=   4mV | Cycle=2
