KLVR Charger Detection Monitor - Started 2025-08-18 11:49:10
Monitoring: https://supply-institution-fellow-databases.trycloudflare.com
============================================================

#  1 11:49:10 | [AA TEST] Total: 33 | Correct AA: 33 | Misdetected as AAA:  0 | ✅ All correct
    ✅ SLOT  0: KLVR-AA  | AAA_ON=1590mV | AAA_OFF=1540mV | Δ=  50mV
    ✅ SLOT  2: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT  3: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT  4: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT  5: KLVR-AA  | AAA_ON=1638mV | AAA_OFF=1630mV | Δ=   8mV
    ✅ SLOT  6: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT  7: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT  8: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT  9: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 10: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 11: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 12: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 13: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 14: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 15: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 16: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 17: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 18: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 19: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 20: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 21: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 22: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 23: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 24: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 25: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 26: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 27: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 28: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 29: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 30: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 31: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 32: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 33: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 34: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 35: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 36: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 37: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 38: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 39: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 40: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 41: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 42: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 43: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 44: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 45: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 46: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 47: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
#242 11:51:48 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | ✅ All correct
#243 11:51:49 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | ✅ All correct
#244 11:51:49 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | ✅ All correct
#245 11:51:50 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | ✅ All correct
#246 11:51:50 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | ✅ All correct
#247 11:51:51 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | ✅ All correct
#248 11:51:52 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | ✅ All correct
#249 11:51:52 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | ✅ All correct
#250 11:51:53 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | ✅ All correct
#251 11:51:54 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | ✅ All correct
    ✅ SLOT  0: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT  1: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT  2: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT  3: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT  4: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT  5: KLVR-AA  | AAA_ON=1638mV | AAA_OFF=1630mV | Δ=   8mV
    ✅ SLOT  6: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT  7: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT  8: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT  9: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 10: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 11: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 12: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 13: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 14: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 15: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 16: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 17: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 18: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 19: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 20: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 21: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 22: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 23: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 24: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 25: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 26: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 27: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 28: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 29: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 30: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 31: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 32: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 33: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 34: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 35: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 36: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 37: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 38: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 39: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 40: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 41: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 42: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 43: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 44: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 45: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 46: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 47: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
#252 11:51:54 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | ✅ All correct
#253 11:51:55 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | ✅ All correct
#254 11:51:56 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | ✅ All correct
#255 11:51:56 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | ✅ All correct
#256 11:51:57 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | ✅ All correct
#257 11:51:58 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | ✅ All correct
#258 11:51:58 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | ✅ All correct
#259 11:51:59 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | ✅ All correct
#260 11:52:00 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | ✅ All correct
#261 11:52:00 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | ✅ All correct
    ✅ SLOT  0: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT  1: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT  2: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT  3: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT  4: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT  5: KLVR-AA  | AAA_ON=1638mV | AAA_OFF=1630mV | Δ=   8mV
    ✅ SLOT  6: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT  7: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT  8: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT  9: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 10: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 11: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 12: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 13: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 14: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 15: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 16: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 17: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 18: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 19: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 20: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 21: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 22: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 23: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 24: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 25: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 26: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 27: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 28: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 29: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 30: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 31: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 32: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 33: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 34: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 35: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 36: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 37: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 38: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 39: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 40: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 41: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 42: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 43: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 44: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 45: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 46: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 47: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
#262 11:52:01 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | ✅ All correct
#263 11:52:02 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | ✅ All correct
#264 11:52:02 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | ✅ All correct
#265 11:52:03 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | ✅ All correct
#266 11:52:04 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | ✅ All correct
