KLVR Charger Detection Monitor - Started 2025-08-28 13:38:35
Monitoring: http://10.110.73.155:8000
============================================================

#  1 13:38:35 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
    ✅ SLOT  0: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 24: KLVR-AA  | AAA_ON=1350mV | AAA_OFF=1356mV | Δ=  -6mV | Cycle=2
    ✅ SLOT 28: KLVR-AA  | AAA_ON=1564mV | AAA_OFF=1558mV | Δ=   6mV | Cycle=2
    ✅ SLOT 30: KLVR-AA  | AAA_ON=1578mV | AAA_OFF=1576mV | Δ=   2mV | Cycle=2
    ✅ SLOT 32: KLVR-AA  | AAA_ON=1552mV | AAA_OFF=1556mV | Δ=  -4mV | Cycle=3
    ✅ SLOT 33: KLVR-AA  | AAA_ON=1562mV | AAA_OFF=1564mV | Δ=  -2mV | Cycle=3
    ✅ SLOT 34: KLVR-AA  | AAA_ON=1366mV | AAA_OFF=1354mV | Δ=  12mV | Cycle=2
    ✅ SLOT 35: KLVR-AA  | AAA_ON=1376mV | AAA_OFF=1364mV | Δ=  12mV | Cycle=3
    ✅ SLOT 46: KLVR-AA  | AAA_ON=1574mV | AAA_OFF=1586mV | Δ= -12mV | Cycle=2
#472 13:44:25 | [AA TEST] Total: 12 | Correct AA: 12 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#473 13:44:25 | [AA TEST] Total: 12 | Correct AA: 12 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#474 13:44:26 | [AA TEST] Total: 29 | Correct AA: 29 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
    📥 BATTERY COUNT: 12 → 29
#475 13:44:27 | [AA TEST] Total: 37 | Correct AA: 37 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
    📥 BATTERY COUNT: 29 → 37
#476 13:44:28 | [AA TEST] Total: 37 | Correct AA: 37 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#477 13:44:28 | [AA TEST] Total: 37 | Correct AA: 37 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#478 13:44:29 | [AA TEST] Total: 37 | Correct AA: 37 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#479 13:44:30 | [AA TEST] Total: 37 | Correct AA: 37 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#480 13:44:31 | [AA TEST] Total: 37 | Correct AA: 37 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#481 13:44:31 | [AA TEST] Total: 37 | Correct AA: 37 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
    ✅ SLOT  0: KLVR-AA  | AAA_ON=1540mV | AAA_OFF=1546mV | Δ=  -6mV | Cycle=3
    ✅ SLOT  1: KLVR-AA  | AAA_ON=1544mV | AAA_OFF=1546mV | Δ=  -2mV | Cycle=2
    ✅ SLOT  2: KLVR-AA  | AAA_ON=1554mV | AAA_OFF=1554mV | Δ=   0mV | Cycle=1
    ✅ SLOT  3: KLVR-AA  | AAA_ON=1558mV | AAA_OFF=1570mV | Δ= -12mV | Cycle=2
    ✅ SLOT  4: KLVR-AA  | AAA_ON=1360mV | AAA_OFF=1356mV | Δ=   4mV | Cycle=3
    ✅ SLOT  5: KLVR-AA  | AAA_ON=1566mV | AAA_OFF=1566mV | Δ=   0mV | Cycle=3
    ✅ SLOT  7: KLVR-AA  | AAA_ON=1598mV | AAA_OFF=1568mV | Δ=  30mV | Cycle=2
    ✅ SLOT  9: KLVR-AA  | AAA_ON=1562mV | AAA_OFF=1560mV | Δ=   2mV | Cycle=2
    ✅ SLOT 10: KLVR-AA  | AAA_ON=1566mV | AAA_OFF=1550mV | Δ=  16mV | Cycle=1
    ✅ SLOT 11: KLVR-AA  | AAA_ON=1366mV | AAA_OFF=1364mV | Δ=   2mV | Cycle=3
    ✅ SLOT 12: KLVR-AA  | AAA_ON=1534mV | AAA_OFF=1534mV | Δ=   0mV | Cycle=3
    ✅ SLOT 13: KLVR-AA  | AAA_ON=1576mV | AAA_OFF=1572mV | Δ=   4mV | Cycle=1
    ✅ SLOT 14: KLVR-AA  | AAA_ON=1542mV | AAA_OFF=1554mV | Δ= -12mV | Cycle=3
    ✅ SLOT 15: KLVR-AA  | AAA_ON=1342mV | AAA_OFF=1340mV | Δ=   2mV | Cycle=2
    ✅ SLOT 16: KLVR-AA  | AAA_ON=1368mV | AAA_OFF=1342mV | Δ=  26mV | Cycle=2
    ✅ SLOT 17: KLVR-AA  | AAA_ON=1350mV | AAA_OFF=1360mV | Δ= -10mV | Cycle=2
    ✅ SLOT 18: KLVR-AA  | AAA_ON=1542mV | AAA_OFF=1546mV | Δ=  -4mV | Cycle=3
    ✅ SLOT 19: KLVR-AA  | AAA_ON=1586mV | AAA_OFF=1584mV | Δ=   2mV | Cycle=3
    ✅ SLOT 20: KLVR-AA  | AAA_ON=1580mV | AAA_OFF=1566mV | Δ=  14mV | Cycle=2
    ✅ SLOT 21: KLVR-AA  | AAA_ON=1544mV | AAA_OFF=1548mV | Δ=  -4mV | Cycle=3
    ✅ SLOT 22: KLVR-AA  | AAA_ON=1348mV | AAA_OFF=1362mV | Δ= -14mV | Cycle=2
    ✅ SLOT 23: KLVR-AA  | AAA_ON=1344mV | AAA_OFF=1348mV | Δ=  -4mV | Cycle=2
    ✅ SLOT 24: KLVR-AA  | AAA_ON=1348mV | AAA_OFF=1360mV | Δ= -12mV | Cycle=2
    ✅ SLOT 32: KLVR-AA  | AAA_ON=1554mV | AAA_OFF=1550mV | Δ=   4mV | Cycle=2
    ✅ SLOT 35: KLVR-AA  | AAA_ON=1368mV | AAA_OFF=1364mV | Δ=   4mV | Cycle=2
    ✅ SLOT 36: KLVR-AA  | AAA_ON=1346mV | AAA_OFF=1354mV | Δ=  -8mV | Cycle=3
    ✅ SLOT 37: KLVR-AA  | AAA_ON=1350mV | AAA_OFF=1350mV | Δ=   0mV | Cycle=3
    ✅ SLOT 38: KLVR-AA  | AAA_ON=1566mV | AAA_OFF=1568mV | Δ=  -2mV | Cycle=2
    ✅ SLOT 39: KLVR-AA  | AAA_ON=1366mV | AAA_OFF=1360mV | Δ=   6mV | Cycle=2
    ✅ SLOT 40: KLVR-AA  | AAA_ON=1234mV | AAA_OFF=1242mV | Δ=  -8mV | Cycle=2
    ✅ SLOT 41: KLVR-AA  | AAA_ON=1566mV | AAA_OFF=1558mV | Δ=   8mV | Cycle=2
    ✅ SLOT 42: KLVR-AA  | AAA_ON=1264mV | AAA_OFF=1254mV | Δ=  10mV | Cycle=2
    ✅ SLOT 43: KLVR-AA  | AAA_ON=1570mV | AAA_OFF=1588mV | Δ= -18mV | Cycle=2
    ✅ SLOT 44: KLVR-AA  | AAA_ON=1260mV | AAA_OFF=1250mV | Δ=  10mV | Cycle=2
    ✅ SLOT 45: KLVR-AA  | AAA_ON=1560mV | AAA_OFF=1548mV | Δ=  12mV | Cycle=2
    ✅ SLOT 46: KLVR-AA  | AAA_ON=1574mV | AAA_OFF=1586mV | Δ= -12mV | Cycle=2
    ✅ SLOT 47: KLVR-AA  | AAA_ON=1572mV | AAA_OFF=1554mV | Δ=  18mV | Cycle=2
#482 13:44:32 | [AA TEST] Total: 37 | Correct AA: 37 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#483 13:44:33 | [AA TEST] Total: 37 | Correct AA: 37 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#484 13:44:34 | [AA TEST] Total: 37 | Correct AA: 37 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#485 13:44:34 | [AA TEST] Total: 37 | Correct AA: 37 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#486 13:44:35 | [AA TEST] Total: 37 | Correct AA: 37 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#487 13:44:36 | [AA TEST] Total: 37 | Correct AA: 37 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#488 13:44:37 | [AA TEST] Total: 28 | Correct AA: 28 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
    📥 BATTERY COUNT: 37 → 28
#489 13:44:37 | [AA TEST] Total: 28 | Correct AA: 28 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#490 13:44:38 | [AA TEST] Total: 28 | Correct AA: 28 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#491 13:44:39 | [AA TEST] Total: 28 | Correct AA: 28 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
    ✅ SLOT  4: KLVR-AA  | AAA_ON=1366mV | AAA_OFF=1352mV | Δ=  14mV | Cycle=3
    ✅ SLOT  5: KLVR-AA  | AAA_ON=1566mV | AAA_OFF=1570mV | Δ=  -4mV | Cycle=2
    ✅ SLOT  6: KLVR-AA  | AAA_ON=1378mV | AAA_OFF=1378mV | Δ=   0mV | Cycle=2
    ✅ SLOT  9: KLVR-AA  | AAA_ON=1574mV | AAA_OFF=1558mV | Δ=  16mV | Cycle=1
    ✅ SLOT 10: KLVR-AA  | AAA_ON=1588mV | AAA_OFF=1548mV | Δ=  40mV | Cycle=2
    ✅ SLOT 11: KLVR-AA  | AAA_ON=1366mV | AAA_OFF=1364mV | Δ=   2mV | Cycle=3
    ✅ SLOT 12: KLVR-AA  | AAA_ON=1540mV | AAA_OFF=1544mV | Δ=  -4mV | Cycle=2
    ✅ SLOT 13: KLVR-AA  | AAA_ON=1572mV | AAA_OFF=1574mV | Δ=  -2mV | Cycle=2
    ✅ SLOT 14: KLVR-AA  | AAA_ON=1554mV | AAA_OFF=1548mV | Δ=   6mV | Cycle=2
    ✅ SLOT 17: KLVR-AA  | AAA_ON=1360mV | AAA_OFF=1356mV | Δ=   4mV | Cycle=3
    ✅ SLOT 18: KLVR-AA  | AAA_ON=1542mV | AAA_OFF=1540mV | Δ=   2mV | Cycle=2
    ✅ SLOT 19: KLVR-AA  | AAA_ON=1564mV | AAA_OFF=1574mV | Δ= -10mV | Cycle=2
    ✅ SLOT 20: KLVR-AA  | AAA_ON=1566mV | AAA_OFF=1562mV | Δ=   4mV | Cycle=1
    ✅ SLOT 21: KLVR-AA  | AAA_ON=1546mV | AAA_OFF=1548mV | Δ=  -2mV | Cycle=2
    ✅ SLOT 23: KLVR-AA  | AAA_ON=1348mV | AAA_OFF=1346mV | Δ=   2mV | Cycle=2
    ✅ SLOT 35: KLVR-AA  | AAA_ON=1368mV | AAA_OFF=1364mV | Δ=   4mV | Cycle=2
    ✅ SLOT 36: KLVR-AA  | AAA_ON=1352mV | AAA_OFF=1356mV | Δ=  -4mV | Cycle=2
    ✅ SLOT 37: KLVR-AA  | AAA_ON=1342mV | AAA_OFF=1346mV | Δ=  -4mV | Cycle=2
    ✅ SLOT 38: KLVR-AA  | AAA_ON=1570mV | AAA_OFF=1568mV | Δ=   2mV | Cycle=1
    ✅ SLOT 39: KLVR-AA  | AAA_ON=1364mV | AAA_OFF=1360mV | Δ=   4mV | Cycle=2
    ✅ SLOT 40: KLVR-AA  | AAA_ON=1268mV | AAA_OFF=1236mV | Δ=  32mV | Cycle=3
    ✅ SLOT 41: KLVR-AA  | AAA_ON=1548mV | AAA_OFF=1558mV | Δ= -10mV | Cycle=3
    ✅ SLOT 42: KLVR-AA  | AAA_ON=1256mV | AAA_OFF=1258mV | Δ=  -2mV | Cycle=2
    ✅ SLOT 43: KLVR-AA  | AAA_ON=1580mV | AAA_OFF=1574mV | Δ=   6mV | Cycle=2
    ✅ SLOT 44: KLVR-AA  | AAA_ON=1256mV | AAA_OFF=1250mV | Δ=   6mV | Cycle=2
    ✅ SLOT 45: KLVR-AA  | AAA_ON=1552mV | AAA_OFF=1550mV | Δ=   2mV | Cycle=2
    ✅ SLOT 46: KLVR-AA  | AAA_ON=1572mV | AAA_OFF=1586mV | Δ= -14mV | Cycle=2
    ✅ SLOT 47: KLVR-AA  | AAA_ON=1558mV | AAA_OFF=1554mV | Δ=   4mV | Cycle=2
#492 13:44:39 | [AA TEST] Total: 28 | Correct AA: 28 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#493 13:44:40 | [AA TEST] Total: 28 | Correct AA: 28 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#494 13:44:41 | [AA TEST] Total: 28 | Correct AA: 28 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#495 13:44:42 | [AA TEST] Total: 28 | Correct AA: 28 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#496 13:44:42 | [AA TEST] Total: 28 | Correct AA: 28 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#497 13:44:43 | [AA TEST] Total: 28 | Correct AA: 28 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#498 13:44:44 | [AA TEST] Total: 28 | Correct AA: 28 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#499 13:44:45 | [AA TEST] Total: 28 | Correct AA: 28 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#500 13:44:45 | [AA TEST] Total: 28 | Correct AA: 28 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#501 13:44:46 | [AA TEST] Total: 36 | Correct AA: 36 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
    ✅ SLOT  0: KLVR-AA  | AAA_ON=1540mV | AAA_OFF=1546mV | Δ=  -6mV | Cycle=2
    ✅ SLOT  1: KLVR-AA  | AAA_ON=1546mV | AAA_OFF=1552mV | Δ=  -6mV | Cycle=3
    ✅ SLOT  2: KLVR-AA  | AAA_ON=1556mV | AAA_OFF=1552mV | Δ=   4mV | Cycle=2
    ✅ SLOT  3: KLVR-AA  | AAA_ON=1572mV | AAA_OFF=1568mV | Δ=   4mV | Cycle=2
    ✅ SLOT  4: KLVR-AA  | AAA_ON=1366mV | AAA_OFF=1352mV | Δ=  14mV | Cycle=3
    ✅ SLOT  5: KLVR-AA  | AAA_ON=1570mV | AAA_OFF=1568mV | Δ=   2mV | Cycle=2
    ✅ SLOT  6: KLVR-AA  | AAA_ON=1378mV | AAA_OFF=1378mV | Δ=   0mV | Cycle=2
    ✅ SLOT  7: KLVR-AA  | AAA_ON=1562mV | AAA_OFF=1574mV | Δ= -12mV | Cycle=2
    ✅ SLOT  8: KLVR-AA  | AAA_ON=1350mV | AAA_OFF=1350mV | Δ=   0mV | Cycle=2
    ✅ SLOT  9: KLVR-AA  | AAA_ON=1564mV | AAA_OFF=1558mV | Δ=   6mV | Cycle=1
    ✅ SLOT 10: KLVR-AA  | AAA_ON=1544mV | AAA_OFF=1552mV | Δ=  -8mV | Cycle=3
    ✅ SLOT 11: KLVR-AA  | AAA_ON=1366mV | AAA_OFF=1364mV | Δ=   2mV | Cycle=3
    ✅ SLOT 12: KLVR-AA  | AAA_ON=1532mV | AAA_OFF=1536mV | Δ=  -4mV | Cycle=3
    ✅ SLOT 13: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 14: KLVR-AA  | AAA_ON=1572mV | AAA_OFF=1554mV | Δ=  18mV | Cycle=3
    ✅ SLOT 15: KLVR-AA  | AAA_ON=1328mV | AAA_OFF=1338mV | Δ= -10mV | Cycle=3
    ✅ SLOT 16: KLVR-AA  | AAA_ON=1338mV | AAA_OFF=1338mV | Δ=   0mV | Cycle=2
    ✅ SLOT 17: KLVR-AA  | AAA_ON=1360mV | AAA_OFF=1356mV | Δ=   4mV | Cycle=3
    ✅ SLOT 18: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 19: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 20: KLVR-AA  | AAA_ON=1550mV | AAA_OFF=1562mV | Δ= -12mV | Cycle=2
    ✅ SLOT 21: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=1
    ✅ SLOT 23: KLVR-AA  | AAA_ON=1348mV | AAA_OFF=1346mV | Δ=   2mV | Cycle=2
    ✅ SLOT 35: KLVR-AA  | AAA_ON=1368mV | AAA_OFF=1364mV | Δ=   4mV | Cycle=2
    ✅ SLOT 36: KLVR-AA  | AAA_ON=1352mV | AAA_OFF=1356mV | Δ=  -4mV | Cycle=2
    ✅ SLOT 37: KLVR-AA  | AAA_ON=1342mV | AAA_OFF=1346mV | Δ=  -4mV | Cycle=2
    ✅ SLOT 38: KLVR-AA  | AAA_ON=1570mV | AAA_OFF=1568mV | Δ=   2mV | Cycle=1
    ✅ SLOT 39: KLVR-AA  | AAA_ON=1364mV | AAA_OFF=1360mV | Δ=   4mV | Cycle=2
    ✅ SLOT 40: KLVR-AA  | AAA_ON=1268mV | AAA_OFF=1236mV | Δ=  32mV | Cycle=3
    ✅ SLOT 41: KLVR-AA  | AAA_ON=1548mV | AAA_OFF=1558mV | Δ= -10mV | Cycle=3
    ✅ SLOT 42: KLVR-AA  | AAA_ON=1256mV | AAA_OFF=1258mV | Δ=  -2mV | Cycle=2
    ✅ SLOT 43: KLVR-AA  | AAA_ON=1580mV | AAA_OFF=1574mV | Δ=   6mV | Cycle=2
    ✅ SLOT 44: KLVR-AA  | AAA_ON=1256mV | AAA_OFF=1250mV | Δ=   6mV | Cycle=2
    ✅ SLOT 45: KLVR-AA  | AAA_ON=1552mV | AAA_OFF=1550mV | Δ=   2mV | Cycle=2
    ✅ SLOT 46: KLVR-AA  | AAA_ON=1572mV | AAA_OFF=1586mV | Δ= -14mV | Cycle=2
    ✅ SLOT 47: KLVR-AA  | AAA_ON=1558mV | AAA_OFF=1554mV | Δ=   4mV | Cycle=2
    📥 BATTERY COUNT: 28 → 36
#502 13:44:47 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
    📥 BATTERY COUNT: 36 → 48
#503 13:44:48 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#504 13:44:48 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#505 13:44:49 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#506 13:44:50 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#507 13:44:51 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#508 13:44:51 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#509 13:44:52 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#510 13:44:53 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#511 13:44:54 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
    ✅ SLOT  0: KLVR-AA  | AAA_ON=1540mV | AAA_OFF=1546mV | Δ=  -6mV | Cycle=2
    ✅ SLOT  1: KLVR-AA  | AAA_ON=1546mV | AAA_OFF=1552mV | Δ=  -6mV | Cycle=3
    ✅ SLOT  2: KLVR-AA  | AAA_ON=1556mV | AAA_OFF=1552mV | Δ=   4mV | Cycle=2
    ✅ SLOT  3: KLVR-AA  | AAA_ON=1572mV | AAA_OFF=1568mV | Δ=   4mV | Cycle=2
    ✅ SLOT  4: KLVR-AA  | AAA_ON=1366mV | AAA_OFF=1352mV | Δ=  14mV | Cycle=3
    ✅ SLOT  5: KLVR-AA  | AAA_ON=1570mV | AAA_OFF=1568mV | Δ=   2mV | Cycle=2
    ✅ SLOT  6: KLVR-AA  | AAA_ON=1378mV | AAA_OFF=1378mV | Δ=   0mV | Cycle=2
    ✅ SLOT  7: KLVR-AA  | AAA_ON=1562mV | AAA_OFF=1574mV | Δ= -12mV | Cycle=2
    ✅ SLOT  8: KLVR-AA  | AAA_ON=1350mV | AAA_OFF=1350mV | Δ=   0mV | Cycle=2
    ✅ SLOT  9: KLVR-AA  | AAA_ON=1564mV | AAA_OFF=1558mV | Δ=   6mV | Cycle=1
    ✅ SLOT 10: KLVR-AA  | AAA_ON=1544mV | AAA_OFF=1552mV | Δ=  -8mV | Cycle=3
    ✅ SLOT 11: KLVR-AA  | AAA_ON=1366mV | AAA_OFF=1364mV | Δ=   2mV | Cycle=3
    ✅ SLOT 12: KLVR-AA  | AAA_ON=1532mV | AAA_OFF=1536mV | Δ=  -4mV | Cycle=3
    ✅ SLOT 13: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 14: KLVR-AA  | AAA_ON=1572mV | AAA_OFF=1554mV | Δ=  18mV | Cycle=3
    ✅ SLOT 15: KLVR-AA  | AAA_ON=1328mV | AAA_OFF=1338mV | Δ= -10mV | Cycle=3
    ✅ SLOT 16: KLVR-AA  | AAA_ON=1338mV | AAA_OFF=1338mV | Δ=   0mV | Cycle=2
    ✅ SLOT 17: KLVR-AA  | AAA_ON=1360mV | AAA_OFF=1356mV | Δ=   4mV | Cycle=3
    ✅ SLOT 18: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 19: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 20: KLVR-AA  | AAA_ON=1550mV | AAA_OFF=1562mV | Δ= -12mV | Cycle=2
    ✅ SLOT 21: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=1
    ✅ SLOT 22: KLVR-AA  | AAA_ON=1346mV | AAA_OFF=1354mV | Δ=  -8mV | Cycle=2
    ✅ SLOT 23: KLVR-AA  | AAA_ON=1352mV | AAA_OFF=1352mV | Δ=   0mV | Cycle=3
    ✅ SLOT 24: KLVR-AA  | AAA_ON=1346mV | AAA_OFF=1352mV | Δ=  -6mV | Cycle=2
    ✅ SLOT 25: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 26: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=1
    ✅ SLOT 27: KLVR-AA  | AAA_ON=1544mV | AAA_OFF=1558mV | Δ= -14mV | Cycle=2
    ✅ SLOT 28: KLVR-AA  | AAA_ON=1564mV | AAA_OFF=1558mV | Δ=   6mV | Cycle=2
    ✅ SLOT 29: KLVR-AA  | AAA_ON=1560mV | AAA_OFF=1562mV | Δ=  -2mV | Cycle=3
    ✅ SLOT 30: KLVR-AA  | AAA_ON=1586mV | AAA_OFF=1582mV | Δ=   4mV | Cycle=3
    ✅ SLOT 31: KLVR-AA  | AAA_ON=1570mV | AAA_OFF=1570mV | Δ=   0mV | Cycle=2
    ✅ SLOT 32: KLVR-AA  | AAA_ON=1554mV | AAA_OFF=1548mV | Δ=   6mV | Cycle=2
    ✅ SLOT 33: KLVR-AA  | AAA_ON=1554mV | AAA_OFF=1566mV | Δ= -12mV | Cycle=1
    ✅ SLOT 34: KLVR-AA  | AAA_ON=1352mV | AAA_OFF=1348mV | Δ=   4mV | Cycle=2
    ✅ SLOT 35: KLVR-AA  | AAA_ON=1354mV | AAA_OFF=1368mV | Δ= -14mV | Cycle=2
    ✅ SLOT 36: KLVR-AA  | AAA_ON=1344mV | AAA_OFF=1354mV | Δ= -10mV | Cycle=2
    ✅ SLOT 37: KLVR-AA  | AAA_ON=1336mV | AAA_OFF=1346mV | Δ= -10mV | Cycle=2
    ✅ SLOT 38: KLVR-AA  | AAA_ON=1572mV | AAA_OFF=1570mV | Δ=   2mV | Cycle=2
    ✅ SLOT 39: KLVR-AA  | AAA_ON=1364mV | AAA_OFF=1360mV | Δ=   4mV | Cycle=2
    ✅ SLOT 40: KLVR-AA  | AAA_ON=1238mV | AAA_OFF=1236mV | Δ=   2mV | Cycle=1
    ✅ SLOT 41: KLVR-AA  | AAA_ON=1566mV | AAA_OFF=1560mV | Δ=   6mV | Cycle=2
    ✅ SLOT 42: KLVR-AA  | AAA_ON=1260mV | AAA_OFF=1250mV | Δ=  10mV | Cycle=2
    ✅ SLOT 43: KLVR-AA  | AAA_ON=1584mV | AAA_OFF=1584mV | Δ=   0mV | Cycle=3
    ✅ SLOT 44: KLVR-AA  | AAA_ON=1256mV | AAA_OFF=1250mV | Δ=   6mV | Cycle=2
    ✅ SLOT 45: KLVR-AA  | AAA_ON=1554mV | AAA_OFF=1546mV | Δ=   8mV | Cycle=1
    ✅ SLOT 46: KLVR-AA  | AAA_ON=1596mV | AAA_OFF=1584mV | Δ=  12mV | Cycle=2
    ✅ SLOT 47: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
#512 13:44:54 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#513 13:44:55 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#514 13:44:56 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#515 13:44:57 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#516 13:44:57 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#517 13:44:58 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#518 13:44:59 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#519 13:45:00 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#520 13:45:00 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#521 13:45:01 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
    ✅ SLOT  0: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT  1: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT  2: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT  3: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT  4: KLVR-AA  | AAA_ON=1366mV | AAA_OFF=1352mV | Δ=  14mV | Cycle=3
    ✅ SLOT  5: KLVR-AA  | AAA_ON=1570mV | AAA_OFF=1568mV | Δ=   2mV | Cycle=2
    ✅ SLOT  6: KLVR-AA  | AAA_ON=1378mV | AAA_OFF=1378mV | Δ=   0mV | Cycle=2
    ✅ SLOT  7: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT  8: KLVR-AA  | AAA_ON=1350mV | AAA_OFF=1350mV | Δ=   0mV | Cycle=2
    ✅ SLOT  9: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=1
    ✅ SLOT 10: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT 11: KLVR-AA  | AAA_ON=1366mV | AAA_OFF=1364mV | Δ=   2mV | Cycle=3
